created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2019-05-27 22:18:01 UTC,1,0,0,0,0,0,0,28,322,,,,
2019-05-27 22:18:18 UTC,2,0,0,0,0,0,0,28,510,,,,
2019-05-27 22:18:35 UTC,3,0,1,1,0,1,1,28,545,,,,
2019-05-27 22:18:51 UTC,4,1,2,2,1,2,2,28,499,,,,
2019-05-27 22:19:07 UTC,5,1,2,2,1,2,2,28,577,,,,
2019-05-27 22:19:23 UTC,6,2,3,4,2,3,4,28,653,,,,
2019-05-27 22:19:38 UTC,7,2,2,2,2,2,2,28,553,,,,
2019-05-27 22:19:54 UTC,8,2,2,3,2,2,3,28,682,,,,
2019-05-27 22:20:09 UTC,9,2,2,2,2,2,2,28,619,,,,
2019-05-27 22:20:25 UTC,10,2,3,3,2,3,3,28,674,,,,
2019-05-27 22:20:40 UTC,11,2,2,2,2,2,2,28,610,,,,
2019-05-27 22:20:56 UTC,12,2,4,4,2,4,4,28,19712,,,,
2019-05-27 22:21:11 UTC,13,2,3,3,2,3,3,28,642,,,,
2019-05-27 22:21:27 UTC,14,2,2,2,2,2,2,28,633,,,,
2019-05-27 22:21:43 UTC,15,1,2,2,1,2,2,28,604,,,,
2019-05-27 22:21:58 UTC,16,1,2,2,1,2,2,28,549,,,,
2019-05-27 22:22:14 UTC,17,2,3,3,2,3,3,28,714,,,,
2019-05-27 22:22:29 UTC,18,2,2,2,2,2,2,28,605,,,,
2019-05-27 22:22:45 UTC,19,2,2,2,2,2,2,28,664,,,,
2019-05-27 22:23:00 UTC,20,2,3,3,2,3,3,28,772,,,,
2019-05-27 22:23:16 UTC,21,2,3,3,2,3,3,28,766,,,,
2019-05-27 22:23:31 UTC,22,2,3,3,2,3,3,28,658,,,,
2019-05-27 22:23:47 UTC,23,2,2,2,2,2,2,28,657,,,,
2019-05-27 22:24:03 UTC,24,2,2,2,2,2,2,28,587,,,,
2019-05-27 22:24:18 UTC,25,1,3,3,1,3,3,28,612,,,,
2019-05-27 22:24:37 UTC,26,2,3,3,2,3,3,28,729,,,,
2019-05-27 22:24:53 UTC,27,2,3,3,2,3,3,28,719,,,,
2019-05-27 22:25:09 UTC,28,3,3,3,3,3,3,28,762,,,,
2019-05-27 22:25:25 UTC,29,2,3,3,2,3,3,28,637,,,,
2019-05-27 22:25:40 UTC,30,3,4,4,3,4,4,28,554,,,,
2019-05-27 22:25:56 UTC,31,2,4,5,2,4,5,28,653,,,,
2019-05-27 22:26:11 UTC,32,3,4,5,3,4,5,28,651,,,,
2019-05-27 22:26:27 UTC,33,3,4,4,3,4,4,28,599,,,,
2019-05-27 22:26:43 UTC,34,2,3,4,2,3,4,28,718,,,,
2019-05-27 22:26:58 UTC,35,2,3,4,2,3,4,28,644,,,,
2019-05-27 22:27:14 UTC,36,1,2,3,1,2,3,28,544,,,,
2019-05-27 22:27:29 UTC,37,0,1,2,0,1,2,28,322,,,,
2019-05-27 22:27:45 UTC,38,1,2,2,1,2,2,28,488,,,,
2019-05-27 22:28:01 UTC,39,1,2,2,1,2,2,28,518,,,,
2019-05-27 22:28:18 UTC,40,2,3,3,2,3,3,28,653,,,,
2019-05-27 22:28:34 UTC,41,2,3,3,2,3,3,28,634,,,,
2019-05-27 22:28:50 UTC,42,1,2,2,1,2,2,28,543,,,,
2019-05-27 22:29:05 UTC,43,1,2,2,1,2,2,28,517,,,,
2019-05-27 22:29:21 UTC,44,1,3,3,1,3,3,28,655,,,,
2019-05-27 22:29:36 UTC,45,2,2,2,2,2,2,28,686,,,,
2019-05-27 22:29:52 UTC,46,2,3,3,2,3,3,28,611,,,,
2019-05-27 22:30:07 UTC,47,19712,7168,512,768,768,512,66,151,,,,
2019-05-27 22:30:23 UTC,48,19712,7168,512,768,768,512,66,151,,,,
2019-05-27 22:30:39 UTC,49,2,2,2,2,2,2,28,675,,,,
2019-05-27 22:30:54 UTC,50,1,2,2,1,2,2,28,597,,,,
2019-05-27 22:31:10 UTC,51,2,2,2,2,2,2,28,570,,,,
2019-05-27 22:31:25 UTC,52,1,2,2,1,2,2,28,594,,,,
2019-05-27 22:31:43 UTC,53,2,2,2,2,2,2,28,600,,,,
2019-05-27 22:31:59 UTC,54,2,4,4,2,4,4,28,675,,,,
2019-05-27 22:32:14 UTC,55,2,3,4,2,3,4,28,732,,,,
2019-05-27 22:32:30 UTC,56,19712,7168,512,512,512,512,66,151,,,,
2019-05-27 22:32:45 UTC,57,1,2,3,1,2,3,28,601,,,,
2019-05-27 22:33:01 UTC,58,2,3,3,2,3,3,28,656,,,,
2019-05-27 22:33:17 UTC,59,2,3,3,2,3,3,28,578,,,,
2019-05-27 22:33:32 UTC,60,1,3,3,1,3,3,28,643,,,,
2019-05-27 22:33:50 UTC,61,2,3,3,2,3,3,28,746,,,,
2019-05-27 22:34:06 UTC,62,2,3,3,2,3,3,28,644,,,,
2019-05-27 22:34:22 UTC,63,3,4,4,3,4,4,28,583,,,,
2019-05-27 22:34:37 UTC,64,2,3,3,2,3,3,28,761,,,,
2019-05-27 22:34:52 UTC,65,2,3,3,2,3,3,28,661,,,,
2019-05-27 22:35:08 UTC,66,2,2,3,2,2,3,28,652,,,,
2019-05-27 22:35:24 UTC,67,1,1,1,1,1,1,28,460,,,,
2019-05-27 22:35:39 UTC,68,1,2,2,1,2,2,28,495,,,,
2019-05-27 22:35:57 UTC,69,1,2,2,1,2,2,28,550,,,,
2019-05-27 22:36:13 UTC,70,2,2,2,2,2,2,28,625,,,,
2019-05-27 22:36:28 UTC,71,2,3,3,2,3,3,28,713,,,,
2019-05-27 22:36:44 UTC,72,2,3,4,2,3,4,28,745,,,,
2019-05-27 22:36:59 UTC,73,2,2,3,2,2,3,28,618,,,,
2019-05-27 22:37:15 UTC,74,2,3,3,2,3,3,28,643,,,,
2019-05-27 22:37:31 UTC,75,2,2,3,2,2,3,28,653,,,,
2019-05-27 22:37:46 UTC,76,2,3,3,2,3,3,28,687,,,,
2019-05-27 22:38:02 UTC,77,2,3,3,2,3,3,28,690,,,,
2019-05-27 22:38:17 UTC,78,2,3,4,2,3,4,28,734,,,,
2019-05-27 22:38:33 UTC,79,2,2,4,2,2,4,28,727,,,,
2019-05-27 22:38:48 UTC,80,1,2,4,1,2,4,28,576,,,,
2019-05-27 22:39:04 UTC,81,1,2,2,1,2,2,28,570,,,,
2019-05-27 22:39:19 UTC,82,2,2,3,2,2,3,28,662,,,,
2019-05-27 22:39:35 UTC,83,2,2,3,2,2,3,28,654,,,,
2019-05-27 22:39:51 UTC,84,2,4,4,2,4,4,28,583,,,,
2019-05-27 22:40:06 UTC,85,2,3,3,2,3,3,28,687,,,,
2019-05-27 22:40:22 UTC,86,2,3,3,2,3,3,28,625,,,,
2019-05-27 22:40:37 UTC,87,2,3,3,2,3,3,28,512,,,,
2019-05-27 22:40:53 UTC,88,2,3,3,2,3,3,28,1024,,,,
2019-05-27 22:41:08 UTC,89,2,3,4,2,3,4,28,662,,,,
2019-05-27 22:41:24 UTC,90,2,3,3,2,3,3,28,603,,,,
2019-05-27 22:41:39 UTC,91,1,2,3,1,2,3,28,558,,,,
2019-05-27 22:41:55 UTC,92,1,2,3,1,2,3,28,569,,,,
2019-05-27 22:42:11 UTC,93,2,2,2,2,2,2,28,705,,,,
2019-05-27 22:42:27 UTC,94,2,3,3,2,3,3,28,527,,,,
2019-05-27 22:42:42 UTC,95,2,3,3,2,3,66,28,769,,,,
2019-05-27 22:43:02 UTC,96,2,2,2,2,2,2,28,571,,,,
2019-05-27 22:43:18 UTC,97,2,3,3,2,3,3,28,512,,,,
2019-05-27 22:43:36 UTC,98,2,2,2,2,2,2,28,580,,,,
2019-05-27 22:43:52 UTC,99,1,2,2,1,2,2,28,19712,,,,
2019-05-27 22:44:10 UTC,100,2,2,3,2,2,3,28,683,,,,
2019-05-27 22:44:25 UTC,101,2,2,2,2,2,2,28,612,,,,
2019-05-27 22:44:41 UTC,102,2,2,2,2,2,2,28,576,,,,
2019-05-27 22:44:56 UTC,103,2,2,3,2,2,3,28,564,,,,
2019-05-27 22:45:12 UTC,104,2,2,3,2,2,3,28,651,,,,
2019-05-27 22:45:27 UTC,105,2,3,3,2,3,3,28,679,,,,
2019-05-27 22:45:43 UTC,106,1,1,1,1,1,1,28,493,,,,
2019-05-27 22:46:01 UTC,107,2,3,3,2,3,3,28,633,,,,
2019-05-27 22:46:19 UTC,108,1,2,2,1,2,2,28,519,,,,
2019-05-27 22:47:03 UTC,109,1,1,1,1,1,1,28,525,,,,
2019-05-27 22:47:19 UTC,110,2,2,2,2,2,2,28,633,,,,
2019-05-27 22:47:34 UTC,111,2,2,2,2,2,2,28,656,,,,
2019-05-27 22:47:50 UTC,112,1,2,2,1,2,2,28,569,,,,
2019-05-27 22:48:06 UTC,113,2,2,2,2,2,2,28,601,,,,
2019-05-27 22:48:21 UTC,114,1,2,2,1,2,2,28,561,,,,
2019-05-27 22:48:36 UTC,115,1,2,2,1,2,2,28,584,,,,
2019-05-27 22:48:52 UTC,116,2,2,3,2,2,3,28,657,,,,
2019-05-27 22:49:08 UTC,117,2,3,3,2,3,3,28,688,,,,
2019-05-27 22:49:23 UTC,118,2,3,3,2,3,3,28,736,,,,
2019-05-27 22:49:39 UTC,119,2,2,2,2,2,2,28,652,,,,
2019-05-27 22:49:54 UTC,120,2,2,2,2,2,2,28,665,,,,
2019-05-27 22:50:10 UTC,121,2,2,2,2,2,2,28,622,,,,
2019-05-27 22:50:26 UTC,122,2,2,3,2,2,3,28,641,,,,
2019-05-27 22:50:41 UTC,123,2,3,3,2,3,3,28,667,,,,
2019-05-27 22:50:57 UTC,124,2,2,2,2,2,2,28,620,,,,
2019-05-27 22:51:12 UTC,125,2,2,2,2,2,2,28,580,,,,
2019-05-27 22:51:28 UTC,126,1,2,2,1,2,2,28,534,,,,
2019-05-27 22:51:43 UTC,127,2,2,3,2,2,3,28,646,,,,
2019-05-27 22:51:59 UTC,128,2,3,3,2,3,3,28,639,,,,
2019-05-27 22:52:14 UTC,129,2,3,3,2,3,3,28,649,,,,
2019-05-27 22:52:30 UTC,130,2,2,2,2,2,2,28,605,,,,
2019-05-27 22:52:45 UTC,131,2,2,2,2,2,2,28,652,,,,
2019-05-27 22:53:01 UTC,132,2,3,3,2,3,3,28,543,,,,
2019-05-27 22:53:16 UTC,133,2,3,3,2,3,3,28,604,,,,
2019-05-27 22:53:32 UTC,134,1,2,3,1,2,3,28,517,,,,
2019-05-27 22:53:48 UTC,135,2,2,3,2,2,3,28,618,,,,
2019-05-27 22:54:03 UTC,136,2,66,19712,7168,512,512,28,0,,,,
2019-05-27 22:54:19 UTC,137,2,3,3,2,3,3,28,540,,,,
2019-05-27 22:54:37 UTC,138,4096,0,0,151,2,31554,0,513,,,,
2019-05-27 22:54:52 UTC,139,1,2,2,1,2,2,28,548,,,,
2019-05-27 22:55:11 UTC,140,1,2,2,1,2,2,28,599,,,,
2019-05-27 22:55:26 UTC,141,2,3,3,2,3,3,28,671,,,,
2019-05-27 22:55:45 UTC,142,2,3,3,2,3,3,28,689,,,,
2019-05-27 22:56:03 UTC,143,2,3,4,2,3,4,28,748,,,,
2019-05-27 22:56:18 UTC,144,2,2,2,2,2,2,28,618,,,,
2019-05-27 22:56:34 UTC,145,1,2,2,1,2,2,28,552,,,,
2019-05-27 22:56:52 UTC,146,2,2,2,2,2,2,28,611,,,,
2019-05-27 22:57:07 UTC,147,1,2,2,1,2,2,28,592,,,,
2019-05-27 22:57:23 UTC,148,7168,512,512,768,512,512,19712,2,,,,
2019-05-27 22:57:38 UTC,149,2,3,3,2,3,3,28,731,,,,
2019-05-27 22:57:54 UTC,150,2,2,2,66,19712,7168,28,30720,,,,
2019-05-27 22:58:10 UTC,151,2,3,3,2,3,3,28,678,,,,
2019-05-27 22:58:25 UTC,152,1,2,2,1,2,2,28,573,,,,
2019-05-27 22:58:40 UTC,153,1,2,2,1,2,2,28,518,,,,
2019-05-27 22:58:56 UTC,154,2,3,3,2,3,3,28,578,,,,
2019-05-27 22:59:12 UTC,155,2,3,3,2,3,3,28,652,,,,
2019-05-27 22:59:27 UTC,156,2,3,3,2,3,3,28,715,,,,
2019-05-27 22:59:43 UTC,157,3,66,19712,7168,768,1024,28,512,,,,
2019-05-27 22:59:58 UTC,158,2,3,3,2,3,3,28,708,,,,
2019-05-27 23:00:14 UTC,159,2,3,3,2,3,3,28,642,,,,
2019-05-27 23:00:29 UTC,160,1,2,2,1,2,2,28,484,,,,
2019-05-27 23:00:45 UTC,161,1,2,2,1,2,2,28,523,,,,
2019-05-27 23:01:00 UTC,162,2,3,3,2,3,3,28,723,,,,
2019-05-27 23:01:19 UTC,163,2,2,2,2,2,2,28,610,,,,
2019-05-27 23:01:34 UTC,164,2,2,2,2,2,2,28,614,,,,
2019-05-27 23:01:50 UTC,165,1,2,2,1,2,2,28,520,,,,
2019-05-27 23:02:05 UTC,166,1,2,2,1,2,2,28,529,,,,
2019-05-27 23:02:21 UTC,167,1,3,3,1,3,3,28,565,,,,
2019-05-27 23:02:36 UTC,168,1,2,2,1,2,2,28,580,,,,
2019-05-27 23:02:52 UTC,169,1,2,2,1,2,2,28,594,,,,
2019-05-27 23:03:07 UTC,170,1,1,2,1,1,2,28,571,,,,
2019-05-27 23:03:23 UTC,171,1,2,2,1,2,2,28,514,,,,
2019-05-27 23:03:39 UTC,172,2,3,3,2,3,3,28,624,,,,
2019-05-27 23:03:54 UTC,173,2,3,3,2,3,3,28,678,,,,
2019-05-27 23:04:10 UTC,174,2,2,2,2,2,2,28,628,,,,
2019-05-27 23:04:25 UTC,175,1,2,2,1,2,2,28,528,,,,
2019-05-27 23:04:41 UTC,176,1,2,2,1,2,2,28,322,,,,
2019-05-27 23:04:56 UTC,177,1,2,2,1,2,2,28,503,,,,
2019-05-27 23:05:12 UTC,178,1,2,2,1,2,2,28,322,,,,
2019-05-27 23:05:27 UTC,179,1,2,2,1,2,2,28,19712,,,,
2019-05-27 23:05:43 UTC,180,1,3,3,1,3,3,28,621,,,,
2019-05-27 23:05:58 UTC,181,2,3,3,2,3,3,28,674,,,,
2019-05-27 23:06:14 UTC,182,2,3,4,2,3,4,28,578,,,,
2019-05-27 23:06:30 UTC,183,7168,256,512,512,256,512,19712,2,,,,
2019-05-27 23:06:45 UTC,184,66,19712,7168,512,512,512,28,0,,,,
2019-05-27 23:07:01 UTC,185,2,2,2,2,2,2,28,691,,,,
2019-05-27 23:07:16 UTC,186,1,2,2,1,2,2,28,595,,,,
2019-05-27 23:07:32 UTC,187,1,3,3,1,3,3,28,657,,,,
2019-05-27 23:07:47 UTC,188,1,2,3,1,2,3,28,586,,,,
2019-05-27 23:08:03 UTC,189,1,1,2,1,1,2,28,525,,,,
2019-05-27 23:08:21 UTC,190,7168,256,256,256,256,256,19712,2,,,,
2019-05-27 23:08:37 UTC,191,7168,512,512,512,512,512,19712,2,,,,
2019-05-27 23:08:52 UTC,192,2,2,2,2,2,2,28,603,,,,
2019-05-27 23:09:08 UTC,193,1,2,2,1,2,2,28,549,,,,
2019-05-27 23:09:23 UTC,194,1,2,2,1,2,2,28,571,,,,
2019-05-27 23:09:39 UTC,195,2,2,3,2,2,3,28,558,,,,
2019-05-27 23:09:54 UTC,196,1,2,2,1,2,2,28,549,,,,
2019-05-27 23:10:10 UTC,197,1,1,2,1,1,2,28,513,,,,
2019-05-27 23:10:25 UTC,198,2,2,3,2,66,19712,28,22784,,,,
2019-05-27 23:10:41 UTC,199,2,3,3,2,3,3,28,704,,,,
2019-05-27 23:10:57 UTC,200,2,3,4,2,3,4,28,540,,,,
2019-05-27 23:11:12 UTC,201,1,2,2,1,2,2,28,652,,,,
2019-05-27 23:11:28 UTC,202,1,1,1,1,1,1,28,469,,,,
2019-05-27 23:11:43 UTC,203,1,1,1,1,1,1,28,488,,,,
2019-05-27 23:11:59 UTC,204,1,1,1,1,1,1,28,484,,,,
2019-05-27 23:12:14 UTC,205,1,1,1,1,1,1,28,523,,,,
2019-05-27 23:12:32 UTC,206,2,2,2,2,2,2,28,618,,,,
2019-05-27 23:12:48 UTC,207,2,3,3,2,3,3,28,604,,,,
2019-05-27 23:13:04 UTC,208,2,2,3,2,2,3,28,580,,,,
2019-05-27 23:13:19 UTC,209,2,2,2,2,2,2,28,589,,,,
2019-05-27 23:13:35 UTC,210,2,3,3,2,3,3,28,659,,,,
2019-05-27 23:13:50 UTC,211,2,3,3,2,3,3,28,634,,,,
2019-05-27 23:14:06 UTC,212,2,2,2,2,2,2,28,593,,,,
2019-05-27 23:14:21 UTC,213,2,3,3,2,3,3,28,638,,,,
2019-05-27 23:14:37 UTC,214,2,2,2,2,2,2,28,639,,,,
2019-05-27 23:14:52 UTC,215,2,3,3,2,3,3,28,664,,,,
2019-05-27 23:15:08 UTC,216,2,3,3,2,3,3,28,671,,,,
2019-05-27 23:15:23 UTC,217,1,3,3,1,3,3,28,652,,,,
2019-05-27 23:15:39 UTC,218,2,3,3,2,3,3,28,686,,,,
2019-05-27 23:15:55 UTC,219,2,3,4,2,3,4,28,599,,,,
2019-05-27 23:16:10 UTC,220,2,4,5,2,4,5,28,721,,,,
2019-05-27 23:16:26 UTC,221,2,3,3,2,3,3,28,675,,,,
2019-05-27 23:16:41 UTC,222,2,2,2,2,2,2,28,581,,,,
2019-05-27 23:16:57 UTC,223,1,2,2,1,2,2,28,534,,,,
2019-05-27 23:17:12 UTC,224,2,2,3,2,2,3,28,600,,,,
2019-05-27 23:17:30 UTC,225,2,2,3,2,2,3,28,593,,,,
2019-05-27 23:18:12 UTC,226,2,3,3,2,3,3,28,708,,,,
2019-05-27 23:18:27 UTC,227,2,3,3,2,3,3,28,649,,,,
2019-05-27 23:18:46 UTC,228,3,3,3,3,3,3,28,534,,,,
2019-05-27 23:19:01 UTC,229,2,3,3,2,3,3,28,690,,,,
2019-05-27 23:19:17 UTC,230,2,3,3,2,3,3,28,642,,,,
2019-05-27 23:19:33 UTC,231,19712,7168,512,512,512,512,66,151,,,,
2019-05-27 23:19:48 UTC,232,2,3,3,2,3,3,28,663,,,,
2019-05-27 23:20:06 UTC,233,2,3,3,2,3,3,28,687,,,,
2019-05-27 23:20:22 UTC,234,2,3,3,2,3,3,28,743,,,,
2019-05-27 23:20:37 UTC,235,66,19712,7168,512,512,512,28,0,,,,
2019-05-27 23:20:55 UTC,236,1,2,2,1,2,2,28,595,,,,
2019-05-27 23:21:11 UTC,237,2,3,3,2,3,3,28,512,,,,
2019-05-27 23:21:26 UTC,238,2,3,3,2,3,3,28,662,,,,
2019-05-27 23:21:42 UTC,239,1,2,3,1,2,3,28,665,,,,
2019-05-27 23:21:58 UTC,240,1,1,2,1,1,2,28,527,,,,
2019-05-27 23:22:13 UTC,241,2,2,2,2,2,2,28,622,,,,
2019-05-27 23:22:29 UTC,242,2,2,2,2,2,2,28,617,,,,
2019-05-27 23:22:44 UTC,243,2,3,3,2,3,3,28,623,,,,
2019-05-27 23:23:00 UTC,244,2,3,3,2,3,3,28,673,,,,
2019-05-27 23:23:18 UTC,245,1,2,2,1,2,2,28,532,,,,
2019-05-27 23:23:36 UTC,246,1,2,2,1,2,2,28,8002,,,,
2019-05-27 23:23:51 UTC,247,2,2,3,2,2,3,28,512,,,,
2019-05-27 23:24:07 UTC,248,2,2,2,2,2,2,28,602,,,,
2019-05-27 23:24:25 UTC,249,2,2,4,2,2,4,28,740,,,,
2019-05-27 23:24:41 UTC,250,2,2,3,2,2,3,28,578,,,,
2019-05-27 23:24:56 UTC,251,2,2,2,2,2,2,28,610,,,,
2019-05-27 23:25:12 UTC,252,2,3,3,2,3,3,28,700,,,,
2019-05-27 23:25:27 UTC,253,2,3,3,2,3,3,28,654,,,,
2019-05-27 23:25:43 UTC,254,1,2,2,1,2,2,28,527,,,,
2019-05-27 23:25:59 UTC,255,1,2,2,1,2,2,28,560,,,,
2019-05-27 23:26:16 UTC,256,1,2,2,1,2,2,28,608,,,,
2019-05-27 23:26:32 UTC,257,2,2,2,2,2,2,28,624,,,,
2019-05-27 23:26:47 UTC,258,2,3,3,2,3,3,28,674,,,,
2019-05-27 23:27:03 UTC,259,1,2,3,1,2,3,28,590,,,,
2019-05-27 23:27:19 UTC,260,1,2,2,1,2,2,28,558,,,,
2019-05-27 23:27:34 UTC,261,2,2,2,2,2,2,28,531,,,,
2019-05-27 23:27:50 UTC,262,1,2,2,1,2,2,28,501,,,,
2019-05-27 23:28:05 UTC,263,1,3,3,1,3,3,28,584,,,,
2019-05-27 23:28:21 UTC,264,2,2,2,2,2,2,28,623,,,,
2019-05-27 23:28:36 UTC,265,2,4,4,2,4,4,28,708,,,,
2019-05-27 23:28:52 UTC,266,2,3,3,2,3,3,28,689,,,,
2019-05-27 23:29:08 UTC,267,2,3,3,2,3,3,28,19712,,,,
2019-05-27 23:29:23 UTC,268,2,2,3,2,2,3,28,636,,,,
2019-05-27 23:29:39 UTC,269,2,3,3,2,3,3,28,540,,,,
2019-05-27 23:29:54 UTC,270,2,3,4,2,3,4,28,530,,,,
2019-05-27 23:30:10 UTC,271,2,3,3,2,3,3,28,693,,,,
2019-05-27 23:30:25 UTC,272,2,3,3,2,3,3,28,736,,,,
2019-05-27 23:30:41 UTC,273,2,2,2,2,2,2,28,664,,,,
2019-05-27 23:30:56 UTC,274,1,1,2,1,1,2,28,519,,,,
2019-05-27 23:31:14 UTC,275,2,2,3,2,2,3,28,590,,,,
2019-05-27 23:31:33 UTC,276,2,2,2,2,2,2,28,586,,,,
2019-05-27 23:31:48 UTC,277,1,2,2,1,2,2,28,565,,,,
2019-05-27 23:32:04 UTC,278,2,2,2,2,2,2,28,603,,,,
2019-05-27 23:32:19 UTC,279,2,2,2,2,2,2,28,573,,,,
2019-05-27 23:32:35 UTC,280,1,2,2,1,2,2,28,624,,,,
2019-05-27 23:32:51 UTC,281,2,3,3,2,3,3,28,734,,,,
2019-05-27 23:33:06 UTC,282,3,3,3,3,3,3,28,547,,,,
2019-05-27 23:33:24 UTC,283,2,3,3,2,3,3,28,750,,,,
2019-05-27 23:33:40 UTC,284,2,3,3,2,3,3,28,744,,,,
2019-05-27 23:33:55 UTC,285,2,2,3,2,2,3,28,592,,,,
2019-05-27 23:34:11 UTC,286,2,3,3,2,3,3,28,656,,,,
2019-05-27 23:34:26 UTC,287,2,3,3,2,3,3,28,659,,,,
2019-05-27 23:34:42 UTC,288,1,2,51266,19712,7168,512,28,6400,,,,
2019-05-27 23:34:57 UTC,289,2,3,4,2,3,4,28,531,,,,
2019-05-27 23:35:13 UTC,290,2,3,3,2,3,3,28,705,,,,
2019-05-27 23:35:29 UTC,291,1,2,2,1,2,2,28,560,,,,
2019-05-27 23:35:44 UTC,292,1,2,2,1,2,2,28,522,,,,
2019-05-27 23:36:00 UTC,293,1,2,2,1,2,2,28,497,,,,
2019-05-27 23:36:15 UTC,294,2,3,3,2,3,3,28,724,,,,
2019-05-27 23:36:31 UTC,295,2,3,3,2,3,3,28,761,,,,
2019-05-27 23:36:46 UTC,296,2,2,2,2,2,2,28,643,,,,
2019-05-27 23:37:02 UTC,297,2,3,4,2,3,4,28,642,,,,
2019-05-27 23:37:17 UTC,298,1,2,3,1,2,3,28,558,,,,
2019-05-27 23:37:33 UTC,299,1,2,3,1,2,3,28,572,,,,
2019-05-27 23:37:49 UTC,300,1,2,2,1,2,2,28,546,,,,
2019-05-27 23:38:07 UTC,301,2,2,2,2,2,2,28,19712,,,,
2019-05-27 23:38:25 UTC,302,2,3,3,2,3,3,28,720,,,,
2019-05-27 23:38:40 UTC,303,1,2,2,1,2,2,28,569,,,,
2019-05-27 23:38:56 UTC,304,2,2,2,2,2,2,28,614,,,,
2019-05-27 23:39:11 UTC,305,1,2,2,1,2,2,28,609,,,,
2019-05-27 23:39:27 UTC,306,1,2,2,1,2,2,28,624,,,,
2019-05-27 23:39:45 UTC,307,1,2,2,1,2,2,28,548,,,,
2019-05-27 23:40:01 UTC,308,2,2,3,2,2,3,28,576,,,,
2019-05-27 23:40:16 UTC,309,1,2,2,1,2,2,28,528,,,,
2019-05-27 23:40:32 UTC,310,1,2,2,1,2,2,28,573,,,,
2019-05-27 23:40:47 UTC,311,1,2,2,1,2,2,28,538,,,,
2019-05-27 23:41:03 UTC,312,2,2,3,2,2,3,28,630,,,,
2019-05-27 23:41:18 UTC,313,2,4,6,2,4,6,28,580,,,,
2019-05-27 23:41:34 UTC,314,2,4,5,2,4,5,28,773,,,,
2019-05-27 23:41:49 UTC,315,2,2,3,2,2,3,28,673,,,,
2019-05-27 23:42:05 UTC,316,2,2,2,2,2,2,28,628,,,,
2019-05-27 23:42:21 UTC,317,2,3,3,66,19712,7168,28,35584,,,,
2019-05-27 23:42:36 UTC,318,2,4,4,2,4,4,28,559,,,,
2019-05-27 23:42:52 UTC,319,2,3,3,2,3,3,28,598,,,,
2019-05-27 23:43:07 UTC,320,2,2,2,2,2,2,28,600,,,,
2019-05-27 23:43:25 UTC,321,2,3,3,2,3,3,28,668,,,,
2019-05-27 23:43:41 UTC,322,2,3,4,2,3,4,28,746,,,,
2019-05-27 23:43:56 UTC,323,2,3,3,2,3,3,28,757,,,,
2019-05-27 23:44:12 UTC,324,2,3,3,2,3,3,28,650,,,,
2019-05-27 23:44:28 UTC,325,1,1,1,1,1,1,28,459,,,,
2019-05-27 23:44:43 UTC,326,1,1,1,1,1,1,28,471,,,,
2019-05-27 23:44:59 UTC,327,1,2,2,1,2,2,28,545,,,,
2019-05-27 23:45:17 UTC,328,1,3,3,66,19712,7168,28,30976,,,,
2019-05-27 23:45:32 UTC,329,2,3,3,2,3,3,28,759,,,,
2019-05-27 23:45:48 UTC,330,2,4,5,2,4,5,28,743,,,,
2019-05-27 23:46:03 UTC,331,2,3,4,2,3,4,28,684,,,,
2019-05-27 23:46:19 UTC,332,2,2,2,2,2,2,28,596,,,,
2019-05-27 23:46:35 UTC,333,2,2,3,2,2,3,28,666,,,,
2019-05-27 23:46:50 UTC,334,2,2,2,2,2,2,28,622,,,,
2019-05-27 23:47:06 UTC,335,1,2,2,1,2,2,28,628,,,,
2019-05-27 23:47:24 UTC,336,2,3,3,2,3,3,28,666,,,,
2019-05-27 23:47:39 UTC,337,2,4,4,2,4,4,28,727,,,,
2019-05-27 23:47:55 UTC,338,2,3,3,2,3,3,28,768,,,,
2019-05-27 23:48:13 UTC,339,2,3,3,2,3,3,28,684,,,,
2019-05-27 23:48:29 UTC,340,1,2,2,1,2,2,28,548,,,,
2019-05-27 23:48:44 UTC,341,1,1,2,1,1,2,28,525,,,,
2019-05-27 23:49:26 UTC,342,2,3,3,2,3,3,28,658,,,,
2019-05-27 23:49:41 UTC,343,1,2,2,1,2,2,28,533,,,,
2019-05-27 23:49:57 UTC,344,1,2,2,1,2,2,28,526,,,,
2019-05-27 23:50:12 UTC,345,1,2,2,1,2,2,28,511,,,,
2019-05-27 23:50:28 UTC,346,1,2,2,1,2,2,28,537,,,,
2019-05-27 23:50:43 UTC,347,2,2,2,2,2,2,28,639,,,,
2019-05-27 23:50:59 UTC,348,2,2,2,2,2,2,28,608,,,,
2019-05-27 23:51:14 UTC,349,2,2,3,2,2,3,28,640,,,,
2019-05-27 23:51:30 UTC,350,1,2,2,1,2,2,28,567,,,,
2019-05-27 23:51:45 UTC,351,1,2,2,1,2,2,28,564,,,,
2019-05-27 23:52:01 UTC,352,2,3,3,2,3,3,28,648,,,,
2019-05-27 23:52:17 UTC,353,1,2,2,1,2,2,28,581,,,,
2019-05-27 23:52:32 UTC,354,1,2,2,1,2,2,28,516,,,,
2019-05-27 23:52:48 UTC,355,2,2,2,2,2,2,28,568,,,,
2019-05-27 23:53:06 UTC,356,2,2,3,2,2,3,28,588,,,,
