created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2019-05-28 02:19:40 UTC,908,2,3,3,2,3,3,28,641,,,,
2019-05-28 02:19:56 UTC,909,2,2,2,2,2,2,28,582,,,,
2019-05-28 02:20:11 UTC,910,2,3,3,2,3,3,28,19712,,,,
2019-05-28 02:20:27 UTC,911,2,3,4,2,3,4,28,692,,,,
2019-05-28 02:20:42 UTC,912,2,3,4,2,3,4,28,722,,,,
2019-05-28 02:20:58 UTC,913,2,2,2,2,2,2,28,602,,,,
2019-05-28 02:21:14 UTC,914,1,2,2,1,2,2,28,530,,,,
2019-05-28 02:21:29 UTC,915,1,2,2,1,2,2,28,565,,,,
2019-05-28 02:21:45 UTC,916,1,2,2,1,2,2,28,608,,,,
2019-05-28 02:22:00 UTC,917,1,2,2,1,2,2,28,516,,,,
2019-05-28 02:22:16 UTC,918,1,2,3,1,2,3,28,466,,,,
2019-05-28 02:22:31 UTC,919,1,1,2,1,1,2,28,494,,,,
2019-05-28 02:22:47 UTC,920,2,2,2,2,2,2,28,671,,,,
2019-05-28 02:23:02 UTC,921,1,2,3,1,2,3,28,583,,,,
2019-05-28 02:23:18 UTC,922,1,2,4,1,2,4,28,578,,,,
2019-05-28 02:23:34 UTC,923,1,1,2,1,1,2,28,491,,,,
2019-05-28 02:23:49 UTC,924,1,2,2,1,2,2,28,574,,,,
2019-05-28 02:24:05 UTC,925,1,2,2,1,2,2,28,536,,,,
2019-05-28 02:24:20 UTC,926,1,2,2,1,2,2,28,552,,,,
2019-05-28 02:24:54 UTC,927,2,2,2,2,2,2,28,743,,,,
2019-05-28 02:25:09 UTC,928,2,2,2,2,2,2,28,628,,,,
2019-05-28 02:25:25 UTC,929,2,2,2,2,2,2,28,654,,,,
2019-05-28 02:25:40 UTC,930,2,3,3,2,3,3,28,670,,,,
2019-05-28 02:25:56 UTC,931,2,2,2,2,2,2,28,620,,,,
2019-05-28 02:26:11 UTC,932,1,2,2,1,2,2,28,597,,,,
2019-05-28 02:26:27 UTC,933,2,3,3,2,3,3,28,648,,,,
2019-05-28 02:26:43 UTC,934,1,1,2,1,1,2,28,520,,,,
2019-05-28 02:26:58 UTC,935,1,1,2,1,1,2,28,532,,,,
2019-05-28 02:27:14 UTC,936,2,2,2,2,2,2,28,607,,,,
2019-05-28 02:27:29 UTC,937,2,2,2,2,2,2,28,573,,,,
2019-05-28 02:27:45 UTC,938,2,2,2,2,2,2,28,610,,,,
2019-05-28 02:28:00 UTC,939,1,2,2,1,2,2,28,512,,,,
2019-05-28 02:28:16 UTC,940,1,1,1,1,1,1,28,466,,,,
2019-05-28 02:28:31 UTC,941,1,2,2,1,2,2,28,604,,,,
2019-05-28 02:28:47 UTC,942,2,3,3,2,3,3,28,722,,,,
2019-05-28 02:29:02 UTC,943,2,3,3,2,3,3,28,638,,,,
2019-05-28 02:29:18 UTC,944,1,2,2,1,2,2,28,543,,,,
2019-05-28 02:29:34 UTC,945,1,2,2,1,2,2,28,577,,,,
2019-05-28 02:29:49 UTC,946,2,2,2,2,2,2,28,578,,,,
2019-05-28 02:30:06 UTC,947,1,2,2,1,2,2,28,570,,,,
2019-05-28 02:30:25 UTC,948,1,2,2,1,2,2,28,513,,,,
2019-05-28 02:30:41 UTC,949,1,1,1,1,1,1,28,502,,,,
2019-05-28 02:30:57 UTC,950,1,1,1,1,1,1,28,494,,,,
2019-05-28 02:31:12 UTC,951,1,2,2,1,2,2,28,519,,,,
2019-05-28 02:31:28 UTC,952,2,2,2,2,2,2,28,624,,,,
2019-05-28 02:31:43 UTC,953,2,3,3,2,3,3,28,693,,,,
2019-05-28 02:31:59 UTC,954,1,2,3,1,2,3,28,605,,,,
2019-05-28 02:32:14 UTC,955,1,2,2,1,2,2,28,539,,,,
2019-05-28 02:32:30 UTC,956,1,2,2,1,2,2,28,603,,,,
2019-05-28 02:32:45 UTC,957,1,2,2,1,2,2,28,574,,,,
2019-05-28 02:33:01 UTC,958,1,2,2,1,2,2,28,559,,,,
2019-05-28 02:33:17 UTC,959,2,2,2,2,2,2,28,561,,,,
2019-05-28 02:33:32 UTC,960,1,2,2,1,2,2,28,499,,,,
2019-05-28 02:33:48 UTC,961,2,2,2,2,2,2,28,559,,,,
2019-05-28 02:34:03 UTC,962,2,3,3,2,3,3,28,672,,,,
2019-05-28 02:34:19 UTC,963,1,2,2,1,2,2,28,517,,,,
2019-05-28 02:34:34 UTC,964,2,2,2,2,2,2,28,583,,,,
2019-05-28 02:34:51 UTC,965,2,3,3,2,3,3,28,657,,,,
2019-05-28 02:35:10 UTC,966,1,2,2,1,2,2,28,586,,,,
2019-05-28 02:35:26 UTC,967,1,1,1,1,1,1,28,507,,,,
2019-05-28 02:35:42 UTC,968,0,1,1,0,1,1,28,418,,,,
2019-05-28 02:36:02 UTC,969,2,2,2,2,2,2,28,631,,,,
2019-05-28 02:36:18 UTC,970,1,2,2,1,2,2,28,600,,,,
2019-05-28 02:36:33 UTC,971,1,2,2,1,2,2,28,594,,,,
2019-05-28 02:36:49 UTC,972,2,3,3,2,3,3,28,645,,,,
2019-05-28 02:37:04 UTC,973,2,2,2,2,2,2,28,574,,,,
2019-05-28 02:37:20 UTC,974,1,1,1,1,1,1,28,470,,,,
2019-05-28 02:37:35 UTC,975,1,1,1,1,1,1,28,664,,,,
2019-05-28 02:37:51 UTC,976,2,2,2,2,2,2,28,544,,,,
2019-05-28 02:38:07 UTC,977,2,2,3,2,2,3,28,590,,,,
2019-05-28 02:38:22 UTC,978,2,2,3,2,2,3,28,612,,,,
2019-05-28 02:38:38 UTC,979,2,2,2,2,2,2,28,589,,,,
2019-05-28 02:38:53 UTC,980,1,1,1,1,1,1,28,493,,,,
2019-05-28 02:39:09 UTC,981,1,1,1,1,1,1,28,477,,,,
2019-05-28 02:39:24 UTC,982,1,2,2,66,19712,7168,28,27392,,,,
2019-05-28 02:39:40 UTC,983,1,2,2,1,2,2,28,256,,,,
2019-05-28 02:39:56 UTC,984,1,2,2,1,2,2,28,256,,,,
2019-05-28 02:40:11 UTC,985,1,1,1,1,1,1,28,665,,,,
2019-05-28 02:40:27 UTC,986,1,1,1,1,1,1,28,256,,,,
2019-05-28 02:40:42 UTC,987,1,2,2,1,2,2,28,550,,,,
2019-05-28 02:40:58 UTC,988,1,2,2,1,2,2,28,537,,,,
2019-05-28 02:41:13 UTC,989,1,2,2,1,2,2,28,549,,,,
2019-05-28 02:41:29 UTC,990,1,2,2,1,2,2,28,520,,,,
2019-05-28 02:41:44 UTC,991,1,2,2,1,2,2,28,501,,,,
2019-05-28 02:42:00 UTC,992,1,1,1,1,1,1,28,486,,,,
2019-05-28 02:42:15 UTC,993,2,2,2,2,2,2,28,563,,,,
2019-05-28 02:42:31 UTC,994,2,3,3,2,3,3,28,682,,,,
2019-05-28 02:42:47 UTC,995,2,2,2,2,2,2,28,597,,,,
2019-05-28 02:43:02 UTC,996,1,2,2,1,2,2,28,509,,,,
2019-05-28 02:43:17 UTC,997,1,2,2,1,2,2,28,536,,,,
2019-05-28 02:43:33 UTC,998,2,2,2,2,2,2,28,585,,,,
2019-05-28 02:43:49 UTC,999,1,1,2,1,1,2,28,516,,,,
2019-05-28 02:44:04 UTC,1000,1,2,2,1,2,2,28,522,,,,
2019-05-28 02:44:22 UTC,1001,1,2,2,1,2,2,28,527,,,,
2019-05-28 02:44:38 UTC,1002,1,2,2,1,2,2,28,528,,,,
2019-05-28 02:44:53 UTC,1003,1,3,3,1,3,3,28,635,,,,
2019-05-28 02:45:09 UTC,1004,1,2,2,1,2,2,28,511,,,,
2019-05-28 02:45:25 UTC,1005,1,1,1,1,1,1,28,468,,,,
2019-05-28 02:45:40 UTC,1006,1,2,2,1,2,2,28,546,,,,
2019-05-28 02:45:56 UTC,1007,1,2,2,1,2,2,28,505,,,,
2019-05-28 02:46:11 UTC,1008,1,1,1,1,1,1,28,480,,,,
2019-05-28 02:46:27 UTC,1009,1,1,1,1,1,1,28,435,,,,
2019-05-28 02:46:42 UTC,1010,1,2,3,1,2,3,28,515,,,,
2019-05-28 02:46:58 UTC,1011,2,3,4,2,3,4,28,627,,,,
2019-05-28 02:47:13 UTC,1012,2,3,3,2,3,3,28,641,,,,
2019-05-28 02:47:29 UTC,1013,1,2,3,1,2,3,28,256,,,,
2019-05-28 02:47:44 UTC,1014,66,19712,7168,256,512,512,28,256,,,,
2019-05-28 02:48:00 UTC,1015,1,1,2,1,1,2,28,494,,,,
2019-05-28 02:48:15 UTC,1016,19712,7168,256,256,512,256,66,151,,,,
2019-05-28 02:48:31 UTC,1017,2,2,2,2,2,2,28,548,,,,
2019-05-28 02:48:47 UTC,1018,1,2,2,1,2,2,28,322,,,,
2019-05-28 02:49:02 UTC,1019,1,2,2,1,2,2,28,532,,,,
2019-05-28 02:49:19 UTC,1020,1,2,2,1,2,2,28,469,,,,
