created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2019-05-27 23:55:26 UTC,363,414,129,13,0,0,0,550,,,,
2019-05-27 23:55:41 UTC,364,321,99,6,0,0,0,1093,,,,
2019-05-27 23:55:57 UTC,365,297,94,10,0,0,0,1133,,,,
2019-05-27 23:56:12 UTC,366,381,119,17,0,0,0,1160,,,,
2019-05-27 23:56:28 UTC,367,384,122,14,0,0,0,1137,,,,
2019-05-27 23:56:44 UTC,368,339,106,9,0,0,0,1109,,,,
2019-05-27 23:56:59 UTC,369,363,108,7,0,0,0,1106,,,,
2019-05-27 23:57:15 UTC,370,417,120,10,0,0,0,1090,,,,
2019-05-27 23:57:30 UTC,371,414,124,9,0,0,0,1074,,,,
2019-05-27 23:57:46 UTC,372,345,100,15,0,0,0,1115,,,,
2019-05-27 23:58:01 UTC,373,345,102,9,0,0,0,1088,,,,
2019-05-27 23:58:17 UTC,374,354,108,12,0,0,0,1084,,,,
2019-05-27 23:58:32 UTC,375,336,105,14,0,0,0,1083,,,,
2019-05-27 23:58:48 UTC,376,321,102,18,0,0,0,1081,,,,
2019-05-27 23:59:04 UTC,377,390,125,16,1,0,0,1091,,,,
2019-05-27 23:59:25 UTC,378,423,137,16,1,1,0,1108,,,,
2019-05-27 23:59:40 UTC,379,396,125,16,1,0,0,1100,,,,
2019-05-27 23:59:55 UTC,380,372,114,13,1,0,0,1080,,,,
2019-05-28 00:00:13 UTC,381,345,104,12,1,1,0,1084,,,,
2019-05-28 00:00:29 UTC,382,384,115,13,2,1,0,1103,,,,
2019-05-28 00:00:45 UTC,383,7168,256,512,512,256,512,1088,,,,
2019-05-28 00:01:03 UTC,384,309,94,14,0,0,0,1097,,,,
2019-05-28 00:01:18 UTC,385,513,20480,27136,2560,0,0,1099,,,,
2019-05-28 00:01:34 UTC,386,363,119,13,1,0,0,1108,,,,
2019-05-28 00:01:49 UTC,387,7168,512,512,512,512,512,1102,,,,
2019-05-28 00:02:05 UTC,388,426,129,12,0,0,0,1100,,,,
2019-05-28 00:02:20 UTC,389,256,512,513,20480,26368,3840,1087,,,,
2019-05-28 00:02:36 UTC,390,315,95,11,0,0,0,1072,,,,
2019-05-28 00:02:54 UTC,391,393,116,21,1,0,0,1069,,,,
2019-05-28 00:03:10 UTC,392,393,118,21,3,0,0,1098,,,,
2019-05-28 00:03:25 UTC,393,372,114,15,2,0,0,1089,,,,
2019-05-28 00:03:41 UTC,394,456,142,14,1,0,0,1073,,,,
2019-05-28 00:03:56 UTC,395,411,130,18,1,0,0,1093,,,,
2019-05-28 00:04:12 UTC,396,336,106,19,1,0,0,543,,,,
2019-05-28 00:04:27 UTC,397,512,513,37376,31488,3328,0,1118,,,,
2019-05-28 00:04:46 UTC,398,348,112,11,1,0,0,1098,,,,
2019-05-28 00:05:02 UTC,399,378,124,12,2,1,0,1082,,,,
2019-05-28 00:05:17 UTC,400,408,131,17,2,1,0,1111,,,,
2019-05-28 00:05:32 UTC,401,471,145,11,0,0,0,1092,,,,
2019-05-28 00:05:48 UTC,402,468,150,12,2,0,0,1095,,,,
2019-05-28 00:06:06 UTC,403,387,128,16,3,0,0,1097,,,,
2019-05-28 00:06:21 UTC,404,429,137,15,1,0,0,1090,,,,
2019-05-28 00:06:38 UTC,405,512,513,47360,35072,4352,0,1096,,,,
2019-05-28 00:06:58 UTC,406,396,123,20,1,0,0,1104,,,,
2019-05-28 00:07:13 UTC,407,360,112,14,2,1,0,1092,,,,
2019-05-28 00:07:29 UTC,408,492,159,16,2,1,0,1100,,,,
2019-05-28 00:07:44 UTC,409,468,144,18,1,0,0,1154,,,,
2019-05-28 00:08:00 UTC,410,408,123,22,3,0,0,1065,,,,
2019-05-28 00:08:15 UTC,411,402,128,23,5,1,1,1100,,,,
2019-05-28 00:08:31 UTC,412,465,148,19,5,1,1,1078,,,,
2019-05-28 00:08:47 UTC,413,468,143,19,2,0,0,1098,,,,
2019-05-28 00:09:02 UTC,414,468,143,25,2,1,0,1105,,,,
2019-05-28 00:09:18 UTC,415,423,134,34,3,2,0,1096,,,,
2019-05-28 00:09:33 UTC,416,477,149,24,2,1,0,1083,,,,
2019-05-28 00:09:49 UTC,417,477,144,19,2,0,0,1094,,,,
2019-05-28 00:10:04 UTC,418,492,148,25,1,0,0,1097,,,,
2019-05-28 00:10:20 UTC,419,501,152,15,2,2,0,1106,,,,
2019-05-28 00:10:35 UTC,420,600,178,20,2,2,0,1096,,,,
2019-05-28 00:10:51 UTC,421,663,200,23,2,0,0,1085,,,,
2019-05-28 00:11:06 UTC,422,768,1280,1282,38656,51968,7168,1103,,,,
2019-05-28 00:11:22 UTC,423,642,195,27,4,2,0,1085,,,,
2019-05-28 00:11:38 UTC,424,729,227,35,3,2,0,1090,,,,
2019-05-28 00:11:53 UTC,425,663,210,27,3,0,0,558,,,,
2019-05-28 00:12:09 UTC,426,714,223,27,7,1,0,1091,,,,
2019-05-28 00:12:24 UTC,427,786,242,30,5,2,0,1065,,,,
2019-05-28 00:12:40 UTC,428,792,246,38,4,1,0,1073,,,,
2019-05-28 00:12:55 UTC,429,816,252,40,5,1,0,1076,,,,
2019-05-28 00:13:11 UTC,430,762,240,44,6,2,0,1074,,,,
2019-05-28 00:13:27 UTC,431,861,271,52,7,4,0,1059,,,,
2019-05-28 00:13:42 UTC,432,786,241,41,6,4,0,1074,,,,
2019-05-28 00:13:58 UTC,433,825,255,38,4,1,0,1078,,,,
2019-05-28 00:14:13 UTC,434,795,249,39,5,2,0,1082,,,,
2019-05-28 00:14:29 UTC,435,720,221,24,2,0,0,1079,,,,
2019-05-28 00:14:44 UTC,436,720,225,20,2,0,0,1071,,,,
2019-05-28 00:15:00 UTC,437,846,263,41,2,1,0,1082,,,,
2019-05-28 00:15:15 UTC,438,1017,313,61,4,1,0,1059,,,,
2019-05-28 00:15:31 UTC,439,990,301,49,3,0,0,1105,,,,
2019-05-28 00:15:46 UTC,440,1218,378,62,5,0,0,1090,,,,
2019-05-28 00:16:02 UTC,441,1077,344,65,2,1,0,1469,,,,
2019-05-28 00:16:17 UTC,442,945,301,50,2,1,0,1069,,,,
2019-05-28 00:16:33 UTC,443,882,277,47,3,2,0,1057,,,,
2019-05-28 00:16:49 UTC,444,1005,305,52,8,0,0,550,,,,
2019-05-28 00:17:04 UTC,445,1044,313,41,9,0,0,1076,,,,
2019-05-28 00:17:20 UTC,446,1065,334,55,6,1,0,542,,,,
2019-05-28 00:17:35 UTC,447,879,270,38,3,0,0,1064,,,,
2019-05-28 00:17:51 UTC,448,837,260,29,3,0,0,540,,,,
2019-05-28 00:18:06 UTC,449,1795,38401,6912,11776,768,0,1079,,,,
2019-05-28 00:18:22 UTC,450,1024,1536,1539,22273,512,6912,1070,,,,
2019-05-28 00:18:37 UTC,451,1050,314,34,3,1,0,1103,,,,
2019-05-28 00:18:56 UTC,452,1062,322,58,7,2,0,735,,,,
2019-05-28 00:19:11 UTC,453,981,303,57,6,2,0,1078,,,,
2019-05-28 00:19:27 UTC,454,933,277,34,0,0,0,1092,,,,
2019-05-28 00:19:42 UTC,455,1161,350,67,2,1,0,1118,,,,
2019-05-28 00:20:16 UTC,456,1101,343,47,8,2,0,723,,,,
2019-05-28 00:20:32 UTC,457,936,290,39,8,2,0,1081,,,,
2019-05-28 00:20:47 UTC,458,1080,333,40,5,1,0,1098,,,,
2019-05-28 00:21:03 UTC,459,1167,352,50,6,3,0,1088,,,,
2019-05-28 00:21:18 UTC,460,1137,349,46,7,4,0,1076,,,,
2019-05-28 00:21:34 UTC,461,945,286,52,6,2,0,1019,,,,
2019-05-28 00:21:49 UTC,462,891,271,49,7,1,0,526,,,,
2019-05-28 00:22:05 UTC,463,1014,315,51,2,0,0,1084,,,,
2019-05-28 00:22:20 UTC,464,1035,320,46,2,1,0,1064,,,,
2019-05-28 00:22:36 UTC,465,1005,315,55,7,1,0,1076,,,,
2019-05-28 00:22:51 UTC,466,990,309,60,7,0,0,1066,,,,
2019-05-28 00:23:07 UTC,467,1280,1792,1795,46081,5888,12544,1072,,,,
2019-05-28 00:23:22 UTC,468,1059,319,40,3,0,0,1092,,,,
2019-05-28 00:23:38 UTC,469,981,299,34,3,0,0,1086,,,,
2019-05-28 00:23:54 UTC,470,882,273,55,3,1,0,1064,,,,
2019-05-28 00:24:09 UTC,471,1795,25345,3840,12032,512,256,1076,,,,
2019-05-28 00:24:25 UTC,472,1536,2048,2052,8961,18432,12032,1063,,,,
2019-05-28 00:24:40 UTC,473,1280,1536,1539,28417,1536,6656,1067,,,,
2019-05-28 00:24:56 UTC,474,789,233,30,1,1,1,537,,,,
2019-05-28 00:25:11 UTC,475,816,250,37,3,1,1,1068,,,,
2019-05-28 00:25:27 UTC,476,951,292,32,3,0,0,1068,,,,
2019-05-28 00:25:43 UTC,477,1011,320,36,3,1,0,1068,,,,
2019-05-28 00:25:58 UTC,478,927,295,40,4,1,0,1093,,,,
2019-05-28 00:26:14 UTC,479,834,257,33,2,0,0,1066,,,,
2019-05-28 00:26:29 UTC,480,798,246,39,3,0,0,519,,,,
2019-05-28 00:26:45 UTC,481,792,248,36,4,0,0,1087,,,,
2019-05-28 00:27:00 UTC,482,816,254,30,4,0,0,1069,,,,
2019-05-28 00:27:16 UTC,483,957,295,41,5,0,0,1066,,,,
2019-05-28 00:27:31 UTC,484,912,268,40,1,0,0,1061,,,,
2019-05-28 00:27:47 UTC,485,825,249,43,4,0,0,1075,,,,
2019-05-28 00:28:02 UTC,486,807,246,29,0,0,0,538,,,,
2019-05-28 00:28:20 UTC,487,804,255,40,2,0,0,732,,,,
2019-05-28 00:28:36 UTC,488,801,259,45,3,0,0,1087,,,,
2019-05-28 00:28:52 UTC,489,723,231,35,1,0,0,1080,,,,
2019-05-28 00:29:07 UTC,490,672,217,23,1,0,0,1076,,,,
2019-05-28 00:29:23 UTC,491,780,245,20,2,0,0,1099,,,,
2019-05-28 00:29:38 UTC,492,684,209,26,2,0,0,1068,,,,
2019-05-28 00:29:54 UTC,493,699,220,29,1,0,0,1058,,,,
2019-05-28 00:30:10 UTC,494,849,272,45,6,1,0,1084,,,,
2019-05-28 00:30:25 UTC,495,783,243,46,9,1,0,1100,,,,
2019-05-28 00:30:41 UTC,496,861,265,35,2,0,0,1076,,,,
2019-05-28 00:30:56 UTC,497,681,207,28,2,0,0,1096,,,,
2019-05-28 00:31:12 UTC,498,699,226,30,3,1,0,1083,,,,
2019-05-28 00:31:27 UTC,499,759,230,35,3,0,0,1089,,,,
2019-05-28 00:31:43 UTC,500,639,189,22,2,0,0,1082,,,,
2019-05-28 00:31:58 UTC,501,744,223,41,1,0,0,1086,,,,
2019-05-28 00:32:14 UTC,502,828,253,48,2,1,0,1083,,,,
2019-05-28 00:32:29 UTC,503,837,263,38,2,1,0,1081,,,,
2019-05-28 00:32:45 UTC,504,813,258,45,1,0,0,551,,,,
2019-05-28 00:33:00 UTC,505,849,272,43,2,0,0,1082,,,,
2019-05-28 00:33:16 UTC,506,768,241,31,5,2,0,1095,,,,
2019-05-28 00:33:32 UTC,507,990,292,47,6,2,0,1074,,,,
2019-05-28 00:33:47 UTC,508,1233,382,68,10,4,0,1063,,,,
2019-05-28 00:34:03 UTC,509,1251,396,68,11,3,0,1070,,,,
2019-05-28 00:34:18 UTC,510,1179,369,53,2,0,0,1076,,,,
2019-05-28 00:34:36 UTC,511,1380,322,19712,7168,2048,2816,1075,,,,
2019-05-28 00:34:52 UTC,512,1368,427,77,8,1,0,1125,,,,
2019-05-28 00:35:07 UTC,513,3328,4101,30977,45312,21504,3072,1077,,,,
2019-05-28 00:35:23 UTC,514,1353,412,66,4,0,0,1067,,,,
2019-05-28 00:35:38 UTC,515,1338,407,62,2,0,0,1094,,,,
2019-05-28 00:35:54 UTC,516,1320,415,56,5,0,0,1075,,,,
2019-05-28 00:36:10 UTC,517,1119,355,60,3,0,0,1126,,,,
2019-05-28 00:36:25 UTC,518,1287,397,78,1,0,0,1101,,,,
2019-05-28 00:36:41 UTC,519,1404,437,66,2,1,0,1093,,,,
2019-05-28 00:36:56 UTC,520,1356,423,80,4,0,0,1084,,,,
2019-05-28 00:37:12 UTC,521,1200,372,64,6,0,0,1096,,,,
2019-05-28 00:37:27 UTC,522,1128,347,69,7,0,0,1059,,,,
2019-05-28 00:37:43 UTC,523,1152,357,79,6,1,1,1076,,,,
2019-05-28 00:37:59 UTC,524,1068,335,42,1,1,0,1076,,,,
2019-05-28 00:38:14 UTC,525,1080,341,53,4,2,0,535,,,,
2019-05-28 00:38:30 UTC,526,996,314,48,1,1,0,1062,,,,
2019-05-28 00:38:45 UTC,527,1155,362,56,7,3,0,1072,,,,
2019-05-28 00:39:01 UTC,528,1269,406,74,3,2,0,1070,,,,
2019-05-28 00:39:17 UTC,529,1194,386,81,2,1,0,1074,,,,
2019-05-28 00:39:32 UTC,530,1215,386,67,8,1,0,1042,,,,
2019-05-28 00:39:47 UTC,531,1329,419,53,9,2,0,1076,,,,
2019-05-28 00:40:03 UTC,532,2816,3077,11009,38400,16384,1792,1057,,,,
2019-05-28 00:40:19 UTC,533,2560,2820,48897,32768,17920,768,1082,,,,
2019-05-28 00:40:34 UTC,534,1116,349,58,1,0,0,1085,,,,
2019-05-28 00:40:50 UTC,535,1233,390,67,5,3,0,2467,,,,
2019-05-28 00:41:06 UTC,536,1185,370,80,11,2,0,546,,,,
2019-05-28 00:41:21 UTC,537,2560,2816,1536,2560,2820,36609,1103,,,,
2019-05-28 00:41:37 UTC,538,1536,2560,2560,1536,2560,2564,1073,,,,
2019-05-28 00:41:52 UTC,539,1317,422,72,10,0,0,1088,,,,
2019-05-28 00:42:09 UTC,540,1356,425,71,21,1,0,1059,,,,
2019-05-28 00:42:27 UTC,541,1191,373,88,11,4,0,1088,,,,
2019-05-28 00:42:42 UTC,542,1320,416,108,7,1,0,1069,,,,
2019-05-28 00:42:58 UTC,543,3072,1792,2816,3076,51969,32512,1062,,,,
2019-05-28 00:43:14 UTC,544,1209,322,19712,7168,1536,2816,1071,,,,
2019-05-28 00:43:34 UTC,545,1371,422,85,15,3,0,1084,,,,
2019-05-28 00:43:50 UTC,546,1548,480,80,14,5,0,1076,,,,
2019-05-28 00:44:05 UTC,547,1563,494,82,18,5,0,1075,,,,
2019-05-28 00:44:23 UTC,548,1488,468,94,18,3,0,1071,,,,
2019-05-28 00:44:41 UTC,549,1761,544,86,9,2,0,1095,,,,
2019-05-28 00:44:57 UTC,550,1920,595,84,9,3,0,1079,,,,
2019-05-28 00:45:13 UTC,551,2295,720,134,14,5,0,1095,,,,
2019-05-28 00:45:29 UTC,552,2478,782,141,22,8,1,1096,,,,
2019-05-28 00:45:44 UTC,553,2550,799,147,29,5,0,1087,,,,
2019-05-28 00:46:00 UTC,554,2655,818,134,16,6,0,1051,,,,
2019-05-28 00:46:15 UTC,555,3006,928,188,17,6,0,1098,,,,
2019-05-28 00:46:31 UTC,556,3675,1127,192,24,5,1,2982,,,,
2019-05-28 00:46:50 UTC,557,19712,7168,5888,9216,12032,5632,1089,,,,
2019-05-28 00:47:05 UTC,558,4026,1232,194,27,10,0,552,,,,
2019-05-28 00:47:21 UTC,559,4338,1345,234,26,6,0,1989,,,,
2019-05-28 00:47:37 UTC,560,4503,1400,248,42,5,0,1017,,,,
2019-05-28 00:47:54 UTC,561,5361,1647,270,42,16,1,1653,,,,
2019-05-28 00:48:12 UTC,562,8604,2658,484,63,23,1,1252,,,,
2019-05-28 00:48:31 UTC,563,11457,3555,747,103,13,1,1112,,,,
2019-05-28 00:48:47 UTC,564,16074,5072,1089,144,34,0,2199,,,,
2019-05-28 00:49:05 UTC,565,17463,5467,1180,168,32,5,1077,,,,
2019-05-28 00:49:21 UTC,566,15615,4882,1043,157,27,3,1924,,,,
2019-05-28 00:49:38 UTC,567,15957,4993,1047,149,23,2,903,,,,
2019-05-28 00:49:56 UTC,568,14976,4683,968,121,33,1,1755,,,,
2019-05-28 00:50:13 UTC,569,13983,4355,998,160,44,0,2876,,,,
2019-05-28 00:50:30 UTC,570,14190,4449,938,149,43,1,943,,,,
2019-05-28 00:50:47 UTC,571,12780,3987,905,140,59,4,2327,,,,
2019-05-28 00:51:04 UTC,572,13005,4089,891,143,38,4,1894,,,,
2019-05-28 00:51:20 UTC,573,12162,3820,857,126,26,0,1440,,,,
2019-05-28 00:51:38 UTC,574,12015,3767,810,125,36,0,1246,,,,
2019-05-28 00:51:56 UTC,575,11814,3690,781,134,44,1,1284,,,,
2019-05-28 00:52:12 UTC,576,11139,3489,754,115,32,3,294,,,,
2019-05-28 00:52:28 UTC,577,11271,3506,746,115,24,3,1811,,,,
2019-05-28 00:52:43 UTC,578,10641,3349,747,104,23,0,1024,,,,
2019-05-28 00:52:59 UTC,579,10434,3306,741,107,25,0,2694,,,,
2019-05-28 00:53:16 UTC,580,10548,3304,681,70,25,2,2480,,,,
2019-05-28 00:53:32 UTC,581,10140,3133,677,94,20,0,552,,,,
2019-05-28 00:53:50 UTC,582,9570,3001,633,88,21,1,1516,,,,
2019-05-28 00:54:06 UTC,583,9441,2942,680,102,14,0,2493,,,,
2019-05-28 00:54:23 UTC,584,8832,2751,590,101,22,2,847,,,,
2019-05-28 00:54:40 UTC,585,8973,2831,581,82,14,2,2042,,,,
2019-05-28 00:54:57 UTC,586,8715,2727,574,66,22,1,2778,,,,
2019-05-28 00:55:13 UTC,587,7989,2510,576,65,22,0,3035,,,,
2019-05-28 00:55:29 UTC,588,7386,2302,477,80,10,0,1188,,,,
2019-05-28 00:55:46 UTC,589,7845,2430,506,85,14,0,496,,,,
2019-05-28 00:56:04 UTC,590,7335,2269,492,71,16,1,2918,,,,
2019-05-28 00:56:20 UTC,591,7254,2265,487,77,20,0,1455,,,,
2019-05-28 00:56:36 UTC,592,7338,2277,493,70,7,0,2879,,,,
2019-05-28 00:56:52 UTC,593,7296,2260,451,54,12,3,1107,,,,
2019-05-28 00:57:11 UTC,594,6972,2164,447,62,15,1,1331,,,,
2019-05-28 00:57:27 UTC,595,6951,2149,480,56,14,0,2927,,,,
2019-05-28 00:57:43 UTC,596,6834,2157,405,61,11,1,1001,,,,
2019-05-28 00:57:59 UTC,597,7038,2193,417,59,10,0,32,,,,
2019-05-28 00:58:15 UTC,598,7170,2237,452,48,8,0,2607,,,,
2019-05-28 00:58:31 UTC,599,6639,2061,415,52,5,0,1118,,,,
2019-05-28 00:58:47 UTC,600,6225,1947,409,53,8,0,2570,,,,
2019-05-28 00:59:03 UTC,601,6132,1919,393,42,11,0,1054,,,,
2019-05-28 00:59:18 UTC,602,5973,1867,354,63,16,1,1703,,,,
2019-05-28 00:59:35 UTC,603,5454,1701,330,41,8,0,538,,,,
2019-05-28 00:59:53 UTC,604,5313,1653,359,50,8,0,1613,,,,
2019-05-28 01:00:08 UTC,605,4947,1547,352,48,12,0,1116,,,,
2019-05-28 01:00:24 UTC,606,5097,1582,335,50,17,1,1072,,,,
2019-05-28 01:00:40 UTC,607,4923,1522,313,44,12,0,2758,,,,
2019-05-28 01:00:56 UTC,608,4995,1575,350,46,11,0,611,,,,
2019-05-28 01:01:11 UTC,609,4995,1563,316,33,3,0,1087,,,,
2019-05-28 01:01:28 UTC,610,5328,1649,299,47,9,1,1545,,,,
2019-05-28 01:01:43 UTC,611,4977,1537,274,56,15,1,1047,,,,
2019-05-28 01:01:59 UTC,612,4821,1499,276,33,4,0,1244,,,,
2019-05-28 01:02:15 UTC,613,4629,1452,266,35,5,0,1037,,,,
2019-05-28 01:02:31 UTC,614,4530,1409,298,44,15,1,2442,,,,
2019-05-28 01:02:46 UTC,615,4800,1492,326,39,15,1,544,,,,
2019-05-28 01:03:02 UTC,616,4587,1428,333,44,7,0,1655,,,,
2019-05-28 01:03:19 UTC,617,4359,1349,286,31,8,0,497,,,,
2019-05-28 01:03:36 UTC,618,4371,1377,278,27,4,0,1084,,,,
2019-05-28 01:03:52 UTC,619,4101,1266,309,24,5,1,2941,,,,
2019-05-28 01:04:08 UTC,620,4098,1274,256,33,5,0,1237,,,,
2019-05-28 01:04:23 UTC,621,4029,1248,284,31,8,0,1062,,,,
2019-05-28 01:04:41 UTC,622,4185,1324,283,29,5,1,915,,,,
2019-05-28 01:04:58 UTC,623,4155,1309,268,20,4,1,1072,,,,
2019-05-28 01:05:18 UTC,624,3906,1219,234,30,5,0,1277,,,,
2019-05-28 01:05:34 UTC,625,3750,1187,254,43,10,0,2883,,,,
2019-05-28 01:05:50 UTC,626,3762,1168,252,41,12,1,1074,,,,
2019-05-28 01:06:05 UTC,627,3423,1053,237,26,11,0,1279,,,,
2019-05-28 01:06:21 UTC,628,3570,1127,214,32,9,0,573,,,,
2019-05-28 01:06:36 UTC,629,3651,1145,189,29,8,0,1202,,,,
2019-05-28 01:06:52 UTC,630,3630,1121,200,26,6,0,1117,,,,
2019-05-28 01:07:09 UTC,631,3369,1035,212,17,7,1,1395,,,,
2019-05-28 01:07:25 UTC,632,3012,946,193,16,3,0,1151,,,,
2019-05-28 01:07:43 UTC,633,3402,1055,186,21,0,0,1560,,,,
2019-05-28 01:07:58 UTC,634,3234,1000,171,21,1,0,1080,,,,
2019-05-28 01:08:14 UTC,635,3045,913,148,23,9,0,1068,,,,
2019-05-28 01:08:30 UTC,636,2949,918,177,19,6,0,515,,,,
2019-05-28 01:08:46 UTC,637,2826,889,155,29,16,0,1168,,,,
2019-05-28 01:09:01 UTC,638,2919,896,185,20,12,0,1209,,,,
2019-05-28 01:09:17 UTC,639,3033,965,184,19,2,0,2110,,,,
2019-05-28 01:09:33 UTC,640,2712,852,171,27,3,0,1056,,,,
2019-05-28 01:09:48 UTC,641,2769,868,167,18,2,0,1062,,,,
2019-05-28 01:10:04 UTC,642,4608,7424,9739,19459,30976,50688,562,,,,
2019-05-28 01:10:19 UTC,643,2769,856,163,28,3,0,1043,,,,
2019-05-28 01:10:35 UTC,644,2634,810,139,11,3,0,1095,,,,
2019-05-28 01:10:51 UTC,645,2862,892,156,8,1,0,1073,,,,
2019-05-28 01:11:06 UTC,646,2388,752,147,10,3,0,1073,,,,
2019-05-28 01:11:22 UTC,647,2298,712,152,15,5,1,1076,,,,
2019-05-28 01:11:40 UTC,648,8192,3584,6400,8202,6659,9728,709,,,,
2019-05-28 01:11:55 UTC,649,2460,761,148,15,8,1,2030,,,,
2019-05-28 01:12:11 UTC,650,2631,817,152,23,12,0,1213,,,,
2019-05-28 01:12:27 UTC,651,2340,733,132,15,7,0,1085,,,,
2019-05-28 01:12:43 UTC,652,2202,690,115,12,0,0,1073,,,,
2019-05-28 01:12:58 UTC,653,3328,5632,6409,12290,54784,34048,961,,,,
2019-05-28 01:13:14 UTC,654,2163,669,144,11,2,0,1078,,,,
2019-05-28 01:13:29 UTC,655,2151,670,149,18,3,0,1157,,,,
2019-05-28 01:13:45 UTC,656,1884,586,111,16,4,0,1113,,,,
2019-05-28 01:14:06 UTC,657,2022,628,137,12,2,0,1167,,,,
2019-05-28 01:14:21 UTC,658,2097,645,125,12,6,0,1243,,,,
2019-05-28 01:14:37 UTC,659,2001,609,142,20,10,0,1062,,,,
2019-05-28 01:14:52 UTC,660,2070,630,148,23,5,0,1052,,,,
2019-05-28 01:15:08 UTC,661,2151,665,104,10,1,0,1090,,,,
2019-05-28 01:15:23 UTC,662,2148,664,131,12,2,0,1057,,,,
2019-05-28 01:15:39 UTC,663,1893,585,102,13,4,0,1545,,,,
2019-05-28 01:15:54 UTC,664,2094,656,116,13,3,0,1164,,,,
2019-05-28 01:16:12 UTC,665,2076,652,126,10,2,0,1083,,,,
2019-05-28 01:16:28 UTC,666,1701,537,110,13,4,0,1076,,,,
2019-05-28 01:16:44 UTC,667,1797,574,117,8,6,0,1076,,,,
2019-05-28 01:16:59 UTC,668,1740,550,110,4,2,0,1093,,,,
2019-05-28 01:17:15 UTC,669,1773,566,91,5,2,0,1166,,,,
2019-05-28 01:17:30 UTC,670,1905,606,113,11,7,0,1195,,,,
2019-05-28 01:17:46 UTC,671,2115,664,126,11,3,0,1142,,,,
2019-05-28 01:18:02 UTC,672,1905,589,101,11,3,0,1080,,,,
2019-05-28 01:18:17 UTC,673,1584,498,103,18,5,1,1098,,,,
2019-05-28 01:18:32 UTC,674,1938,609,127,13,3,1,1059,,,,
2019-05-28 01:18:51 UTC,675,1623,490,101,7,0,0,1036,,,,
2019-05-28 01:19:07 UTC,676,1515,461,93,3,0,0,1085,,,,
2019-05-28 01:19:22 UTC,677,1638,498,92,7,2,0,552,,,,
2019-05-28 01:19:38 UTC,678,1560,475,80,9,1,0,1085,,,,
2019-05-28 01:19:54 UTC,679,1554,475,84,9,1,0,1142,,,,
2019-05-28 01:20:09 UTC,680,1443,436,88,7,1,0,1065,,,,
2019-05-28 01:20:24 UTC,681,1455,452,84,5,1,0,1514,,,,
2019-05-28 01:20:40 UTC,682,1554,483,73,3,1,0,1082,,,,
2019-05-28 01:20:55 UTC,683,1548,483,52,13,4,0,1064,,,,
2019-05-28 01:21:11 UTC,684,1422,439,50,6,2,0,1088,,,,
2019-05-28 01:21:27 UTC,685,1365,425,68,3,0,0,1082,,,,
2019-05-28 01:21:42 UTC,686,1365,433,64,4,0,0,1083,,,,
2019-05-28 01:21:58 UTC,687,1329,417,64,3,1,0,1064,,,,
2019-05-28 01:22:13 UTC,688,1596,487,93,7,2,0,1082,,,,
2019-05-28 01:22:55 UTC,689,1155,350,76,13,1,0,1073,,,,
2019-05-28 01:23:10 UTC,690,1305,389,74,9,1,0,576,,,,
2019-05-28 01:23:26 UTC,691,1428,436,57,5,0,0,1050,,,,
2019-05-28 01:23:42 UTC,692,1368,414,69,2,0,0,1079,,,,
2019-05-28 01:23:57 UTC,693,1353,410,84,8,3,0,1059,,,,
2019-05-28 01:24:12 UTC,694,1792,2816,3584,1792,2816,3588,1049,,,,
2019-05-28 01:24:28 UTC,695,1197,374,66,1,1,0,1085,,,,
2019-05-28 01:24:43 UTC,696,1215,383,57,0,0,0,1119,,,,
2019-05-28 01:25:00 UTC,697,1083,335,58,5,1,0,1104,,,,
2019-05-28 01:25:20 UTC,698,1086,333,71,8,3,0,1057,,,,
2019-05-28 01:25:35 UTC,699,1098,339,66,10,2,0,1058,,,,
2019-05-28 01:25:51 UTC,700,1194,361,61,4,0,0,528,,,,
2019-05-28 01:26:07 UTC,701,1089,348,42,4,1,0,652,,,,
2019-05-28 01:26:22 UTC,702,1035,335,39,3,1,0,1071,,,,
2019-05-28 01:26:38 UTC,703,1536,2304,2564,15873,20224,14336,1130,,,,
2019-05-28 01:26:53 UTC,704,1131,339,45,6,2,0,1056,,,,
2019-05-28 01:27:09 UTC,705,1074,336,73,6,2,0,1077,,,,
2019-05-28 01:27:25 UTC,706,1023,313,50,4,2,0,1091,,,,
2019-05-28 01:27:41 UTC,707,1011,305,49,4,1,0,1094,,,,
2019-05-28 01:27:56 UTC,708,1023,319,60,5,2,0,1081,,,,
2019-05-28 01:28:14 UTC,709,1032,331,45,6,1,0,1081,,,,
2019-05-28 01:28:30 UTC,710,912,284,35,2,0,0,537,,,,
2019-05-28 01:28:45 UTC,711,873,276,32,2,0,0,1082,,,,
2019-05-28 01:29:01 UTC,712,1197,379,46,4,2,0,1119,,,,
2019-05-28 01:29:16 UTC,713,1131,360,58,5,2,0,1068,,,,
2019-05-28 01:29:32 UTC,714,1050,333,57,5,0,0,1084,,,,
2019-05-28 01:29:47 UTC,715,783,246,38,1,0,0,1080,,,,
2019-05-28 01:30:03 UTC,716,852,258,48,7,1,0,1070,,,,
2019-05-28 01:30:18 UTC,717,864,262,57,7,2,0,1111,,,,
2019-05-28 01:30:34 UTC,718,891,278,49,1,1,0,1106,,,,
2019-05-28 01:30:50 UTC,719,999,302,56,3,0,0,1084,,,,
